school,degree_category,program_category,year,count
University of Texas at Austin,Master,Statistics,2014,14
Colorado State University,Master,Statistics,2014,13
Harvard University,Doctorate,Biostatistics,2014,13
New Jersey Institute of Technology,Master,Statistics,2014,13
Ohio State University,Doctorate,Statistics,2014,13
Purdue University,Master,Statistics,2014,13
"University at Albany, State University of New York",Master,Statistics,2014,13
Wayne State University,Master,Statistics,2014,13
Yale University,Master,Statistics,2014,13
Boston University,Doctorate,Biostatistics,2014,12
Drexel University,Master,Biostatistics,2014,12
Duke University,Doctorate,Statistics,2014,12
Florida State University,Master,Statistics,2014,12
Georgetown University,Master,Biostatistics,2014,12
University of Akron,Master,Statistics,2014,12
University of Arkansas,Master,Statistics,2014,12
University of Michigan,Doctorate,Biostatistics,2014,12
University of New Mexico,Master,Statistics,2014,12
University of Texas Southwestern Medical Center,Master,Biostatistics,2014,12
Arizona State University,Master,Statistics,2014,11
Ball State University,Master,Statistics,2014,11
Miami University,Master,Statistics,2014,11
"University at Buffalo, State University of New York",Master,Biostatistics,2014,11
"University of California, Irvine",Master,Statistics,2014,11
University of Washington,Master,Statistics,2014,11
"California State University, East Bay",Master,Biostatistics,2014,10
Carnegie Mellon University,Doctorate,Statistics,2014,10
Louisiana State University,Master,Statistics,2014,10
Northern Illinois University,Master,Statistics,2014,10
Purdue University,Doctorate,Statistics,2014,10
Stanford University,Doctorate,Statistics,2014,10
University of Minnesota,Doctorate,Statistics,2014,10
University of Pennsylvania,Doctorate,Statistics,2014,10
University of Texas at San Antonio,Master,Statistics,2014,10
University of Washington,Master,Biostatistics,2014,10
University of Wisconsin-Madison,Doctorate,Statistics,2014,10
Auburn University,Master,Statistics,2014,9
Brown University,Master,Biostatistics,2014,9
California State University-Fullerton,Master,Statistics,2014,9
Pennsylvania State University,Doctorate,Statistics,2014,9
"University of California, Los Angeles",Master,Biostatistics,2014,9
University of Connecticut,Doctorate,Statistics,2014,9
University of Georgia,Doctorate,Statistics,2014,9
University of Michigan,Doctorate,Statistics,2014,9
University of Pittsburgh,Master,Statistics,2014,9
University of Tennessee Knoxville,Master,Statistics,2014,9
University of Washington,Doctorate,Biostatistics,2014,9
Columbia University,Doctorate,Statistics,2014,8
Duke University,Master,Statistics,2014,8
Florida State University,Doctorate,Statistics,2014,8
Loma Linda University,Master,Biostatistics,2014,8
Northwestern University,Master,Biostatistics,2014,8
Texas Tech University,Master,Statistics,2014,8
"University of California, Los Angeles",Doctorate,Statistics,2014,8
University of Colorado Denver,Master,Biostatistics,2014,8
University of Iowa,Master,Biostatistics,2014,8
University of Missouri,Doctorate,Statistics,2014,8
University of Missouri-Kansas City,Master,Biostatistics,2014,8
University of North Carolina at Chapel Hill,Doctorate,Statistics,2014,8
Western Michigan University,Master,Statistics,2014,8
Bowling Green State University,Doctorate,Statistics,2014,7
George Washington University,Master,Biostatistics,2014,7
Harvard University,Doctorate,Statistics,2014,7
Kansas State University,Master,Statistics,2014,7
Oklahoma State University,Doctorate,Statistics,2014,7
Rutgers University,Doctorate,Statistics,2014,7
Sam Houston State University,Master,Statistics,2014,7
South Dakota State University,Master,Statistics,2014,7
Texas A&M University,Doctorate,Statistics,2014,7
"University of California, Berkeley",Doctorate,Statistics,2014,7
University of Pennsylvania,Master,Biostatistics,2014,7
University of Pittsburgh,Master,Biostatistics,2014,7
University of Texas Health Science Center at Houston,Doctorate,Biostatistics,2014,7
Virginia Commonwealth University,Doctorate,Biostatistics,2014,7
Wright State University,Master,Statistics,2014,7
American University,Master,Statistics,2014,6
Bowling Green State University,Master,Statistics,2014,6
George Washington University,Doctorate,Statistics,2014,6
Mississippi State University,Master,Statistics,2014,6
New Mexico State University,Master,Statistics,2014,6
Northwestern University,Doctorate,Statistics,2014,6
Rice University,Doctorate,Statistics,2014,6
Saint Louis University,Master,Biostatistics,2014,6
Southern Methodist University,Doctorate,Statistics,2014,6
"University at Buffalo, State University of New York",Doctorate,Biostatistics,2014,6
"University of California, Berkeley",Doctorate,Biostatistics,2014,6
"University of California, Irvine",Doctorate,Statistics,2014,6
University of Florida,Master,Biostatistics,2014,6
University of Florida,Doctorate,Statistics,2014,6
University of Illinois at Urbana-Champaign,Doctorate,Statistics,2014,6
University of Pennsylvania,Doctorate,Biostatistics,2014,6
University of Southern California,Master,Statistics,2014,6
University of Southern California,Doctorate,Biostatistics,2014,6
University of South Florida,Master,Statistics,2014,6
University of Utah,Master,Biostatistics,2014,6
University of Vermont,Master,Statistics,2014,6
University of Washington,Doctorate,Statistics,2014,6
Virginia Tech,Doctorate,Statistics,2014,6
Worcester Polytechnic Institute,Master,Statistics,2014,6
Baylor University,Doctorate,Statistics,2014,5
Colorado State University,Doctorate,Statistics,2014,5
Florida International University,Master,Statistics,2014,5
George Mason University,Doctorate,Statistics,2014,5
Johns Hopkins University,Doctorate,Biostatistics,2014,5
Lehigh University,Master,Statistics,2014,5
New Jersey Institute of Technology,Master,Biostatistics,2014,5
North Dakota State University,Master,Statistics,2014,5
Portland State University,Master,Statistics,2014,5
University of Arizona,Master,Statistics,2014,5
"University of California, Davis",Doctorate,Statistics,2014,5
"University of California, Davis",Doctorate,Biostatistics,2014,5
"University of California, Los Angeles",Doctorate,Biostatistics,2014,5
University of Houston,Master,Statistics,2014,5
University of Idaho,Master,Statistics,2014,5
University of Louisville,Master,Biostatistics,2014,5
"University of Maryland, Baltimore County",Doctorate,Statistics,2014,5
University of Nebraska-Lincoln,Doctorate,Statistics,2014,5
University of Oklahoma,Master,Biostatistics,2014,5
University of Rochester,Doctorate,Statistics,2014,5
University of South Carolina,Master,Statistics,2014,5
University of Southern California,Master,Biostatistics,2014,5
University of Texas at El Paso,Master,Statistics,2014,5
University of Wyoming,Master,Statistics,2014,5
Utah State University,Master,Statistics,2014,5
Washington University in St. Louis,Master,Statistics,2014,5
Columbia University,Doctorate,Biostatistics,2014,4
Eastern Michigan University,Master,Statistics,2014,4
Florida State University,Doctorate,Biostatistics,2014,4
Kansas State University,Doctorate,Statistics,2014,4
Medical College of Wisconsin,Doctorate,Biostatistics,2014,4
Michigan State University,Doctorate,Statistics,2014,4
Northwestern University,Master,Statistics,2014,4
Oakland University,Master,Statistics,2014,4
Oklahoma State University,Master,Statistics,2014,4
Oregon Health & Science University,Master,Biostatistics,2014,4
Saint Cloud State University,Master,Statistics,2014,4
Tulane University,Master,Statistics,2014,4
Tulane University,Master,Biostatistics,2014,4
University of Alabama at Birmingham,Doctorate,Biostatistics,2014,4
"University of California, Berkeley",Master,Biostatistics,2014,4
"University of California, Davis",Master,Biostatistics,2014,4
University of Colorado Denver,Doctorate,Biostatistics,2014,4
University of Minnesota,Doctorate,Biostatistics,2014,4
University of South Carolina,Doctorate,Statistics,2014,4
University of Texas at Dallas,Master,Statistics,2014,4
University of Virginia,Master,Statistics,2014,4
Arizona State University,Doctorate,Statistics,2014,3
Brown University,Doctorate,Biostatistics,2014,3
Cornell University,Doctorate,Statistics,2014,3
Louisiana State University,Master,Biostatistics,2014,3
Montclair State University,Master,Statistics,2014,3
North Dakota State University,Doctorate,Statistics,2014,3
Northern Arizona University,Master,Statistics,2014,3
Ohio State University,Doctorate,Biostatistics,2014,3
Purdue University,Doctorate,Biostatistics,2014,3
"University at Albany, State University of New York",Doctorate,Statistics,2014,3
"University of California, Riverside",Doctorate,Statistics,2014,3
University of Iowa,Doctorate,Biostatistics,2014,3
University of Kentucky,Doctorate,Statistics,2014,3
University of Maine,Master,Statistics,2014,3
University of Rochester,Master,Statistics,2014,3
University of South Carolina,Master,Biostatistics,2014,3
University of South Carolina,Doctorate,Biostatistics,2014,3
University of Southern Maine,Master,Statistics,2014,3
University of Texas at San Antonio,Doctorate,Statistics,2014,3
University of Vermont,Master,Biostatistics,2014,3
University of Virginia,Doctorate,Statistics,2014,3
Emory University,Doctorate,Biostatistics,2014,2
Florida State University,Master,Biostatistics,2014,2
Fordham University,Master,Statistics,2014,2
George Washington University,Doctorate,Biostatistics,2014,2
Temple University,Doctorate,Statistics,2014,2
Texas A&M University,Master,Biostatistics,2014,2
"University of California, Santa Barbara",Doctorate,Statistics,2014,2
University of Chicago,Doctorate,Statistics,2014,2
University of Maryland,Doctorate,Statistics,2014,2
"University of Maryland, Baltimore County",Master,Statistics,2014,2
University of New Mexico,Doctorate,Statistics,2014,2
University of Pittsburgh,Doctorate,Statistics,2014,2
University of Rochester,Master,Biostatistics,2014,2
University of the Incarnate Word,Master,Statistics,2014,2
University of Wyoming,Doctorate,Statistics,2014,2
Vanderbilt University,Master,Biostatistics,2014,2
Western Michigan University,Doctorate,Statistics,2014,2
Yale University,Doctorate,Statistics,2014,2
Augusta University,Master,Biostatistics,2014,1
Augusta University,Doctorate,Biostatistics,2014,1
Oregon State University,Doctorate,Statistics,2014,1
Stephen F Austin State University,Master,Statistics,2014,1
University of Alabama,Doctorate,Statistics,2014,1
University of Alabama at Birmingham,Master,Biostatistics,2014,1
University of Arizona,Doctorate,Statistics,2014,1
University of Cincinnati,Master,Biostatistics,2014,1
University of Iowa,Doctorate,Statistics,2014,1
University of Kansas,Master,Biostatistics,2014,1
University of Louisville,Doctorate,Biostatistics,2014,1
University of Miami,Master,Biostatistics,2014,1
University of New Hampshire,Doctorate,Statistics,2014,1
University of Oklahoma,Doctorate,Biostatistics,2014,1
University of Rhode Island,Master,Statistics,2014,1
University of Texas at Dallas,Doctorate,Statistics,2014,1
Virginia Commonwealth University,Master,Biostatistics,2014,1
American University,Doctorate,Statistics,2014,0
Baylor University,Master,Statistics,2014,0
Boston University,Master,Statistics,2014,0
Case Western Reserve University,Master,Statistics,2014,0
Case Western Reserve University,Doctorate,Statistics,2014,0
Eastern Kentucky University,Master,Statistics,2014,0
George Mason University,Master,Biostatistics,2014,0
Georgia Health Sciences University,Master,Biostatistics,2014,0
Icahn School of Medicine at Mount Sinai,Master,Biostatistics,2014,0
Indiana University,Master,Biostatistics,2014,0
Kennesaw State University,Master,Statistics,2014,0
Louisiana State University,Doctorate,Biostatistics,2014,0
Marquette University,Master,Statistics,2014,0
Medical College of Wisconsin,Master,Biostatistics,2014,0
Michigan State University,Master,Biostatistics,2014,0
Minnesota State University-Mankato,Master,Statistics,2014,0
Montana State University,Master,Statistics,2014,0
Montana State University,Doctorate,Statistics,2014,0
National University,Master,Statistics,2014,0
New York Medical College,Master,Biostatistics,2014,0
New York University,Master,Statistics,2014,0
Ohio State University,Master,Biostatistics,2014,0
Pennsylvania State University-College of Medicine,Doctorate,Biostatistics,2014,0
Purdue University,Master,Biostatistics,2014,0
Rutgers University,Master,Biostatistics,2014,0
Stevens Institute of Technology,Master,Statistics,2014,0
Tulane University,Doctorate,Biostatistics,2014,0
"University at Buffalo, State University of New York",Doctorate,Statistics,2014,0
University of Arizona,Master,Biostatistics,2014,0
University of Arizona,Doctorate,Biostatistics,2014,0
University of Central Oklahoma,Master,Statistics,2014,0
University of Cincinnati,Doctorate,Statistics,2014,0
University of Cincinnati,Doctorate,Biostatistics,2014,0
University of Denver,Master,Statistics,2014,0
University of Florida,Doctorate,Biostatistics,2014,0
University of Georgia,Master,Biostatistics,2014,0
University of Hawaii at Manoa,Doctorate,Biostatistics,2014,0
University of Kansas,Doctorate,Biostatistics,2014,0
University of Massachusetts Amherst,Master,Biostatistics,2014,0
University of Massachusetts Amherst,Doctorate,Biostatistics,2014,0
University of Miami,Master,Statistics,2014,0
University of Mississippi Medical Center,Master,Biostatistics,2014,0
University of Mississippi Medical Center,Doctorate,Biostatistics,2014,0
University of North Texas Health Science Center,Master,Biostatistics,2014,0
University of Toledo,Master,Biostatistics,2014,0
University of Utah,Master,Statistics,2014,0
Western Michigan University,Master,Biostatistics,2014,0
Yale University,Master,Biostatistics,2014,0
Columbia University,Master,Statistics,2015,396
George Washington University,Master,Statistics,2015,118
Rutgers University,Master,Statistics,2015,96
University of Michigan,Master,Statistics,2015,57
University of Missouri,Master,Statistics,2015,55
Boston University,Master,Biostatistics,2015,52
Texas A&M University,Master,Statistics,2015,52
Columbia University,Master,Biostatistics,2015,50
Pennsylvania State University-World Campus,Master,Statistics,2015,50
Stanford University,Master,Statistics,2015,48
Cornell University,Master,Statistics,2015,47
University of Illinois at Urbana-Champaign,Master,Statistics,2015,41
University of Michigan,Master,Biostatistics,2015,41
Florida State University,Master,Statistics,2015,40
"California State University, East Bay",Master,Statistics,2015,38
North Carolina State University,Master,Statistics,2015,37
Georgetown University,Master,Statistics,2015,36
Harvard University,Master,Biostatistics,2015,32
San Diego State University,Master,Statistics,2015,30
"University of California, Davis",Master,Statistics,2015,30
Carnegie Mellon University,Master,Statistics,2015,29
Ohio State University,Master,Statistics,2015,28
University of Chicago,Master,Statistics,2015,28
Drexel University,Master,Biostatistics,2015,27
Indiana University,Master,Statistics,2015,27
San Jose State University,Master,Statistics,2015,27
University of Minnesota,Master,Statistics,2015,27
West Virginia University,Master,Statistics,2015,27
Purdue University,Master,Statistics,2015,26
University of Delaware,Master,Statistics,2015,26
Kennesaw State University,Master,Statistics,2015,25
University of Central Florida,Master,Statistics,2015,25
University of Connecticut,Master,Statistics,2015,25
West Chester University,Master,Statistics,2015,25
"Baruch College, City University of New York",Master,Statistics,2015,24
Bowling Green State University,Master,Statistics,2015,24
DePaul University,Master,Statistics,2015,24
"Hunter College, City University of New York",Master,Statistics,2015,24
Rice University,Master,Statistics,2015,24
University of North Carolina at Chapel Hill,Doctorate,Biostatistics,2015,24
Michigan State University,Master,Statistics,2015,23
Rochester Institute of Technology,Master,Statistics,2015,23
Georgetown University,Master,Biostatistics,2015,22
Harvard University,Master,Statistics,2015,22
Iowa State University,Master,Statistics,2015,22
Louisiana State University,Master,Statistics,2015,22
New Jersey Institute of Technology,Master,Statistics,2015,22
University of Georgia,Master,Statistics,2015,22
University of North Carolina at Chapel Hill,Master,Statistics,2015,21
University of North Carolina at Chapel Hill,Master,Biostatistics,2015,21
University of Virginia,Master,Statistics,2015,21
Villanova University,Master,Statistics,2015,21
Pennsylvania State University,Master,Statistics,2015,20
"University of California, Berkeley",Master,Statistics,2015,20
University of Texas Health Science Center at Houston,Master,Biostatistics,2015,20
Emory University,Master,Biostatistics,2015,19
New York University,Master,Statistics,2015,19
North Carolina State University,Doctorate,Statistics,2015,19
University of Texas at Austin,Master,Statistics,2015,19
University of Texas Health Science Center at Houston,Doctorate,Biostatistics,2015,19
Auburn University,Master,Statistics,2015,18
Northwestern University,Master,Biostatistics,2015,18
Syracuse University,Master,Statistics,2015,18
"University of California, Irvine",Master,Statistics,2015,18
"University of California, Los Angeles",Master,Statistics,2015,18
"University of California, Los Angeles",Master,Biostatistics,2015,18
University of Minnesota,Master,Biostatistics,2015,18
University of Pittsburgh,Doctorate,Biostatistics,2015,18
University of Washington,Master,Statistics,2015,18
Virginia Tech,Master,Statistics,2015,18
"California State University, East Bay",Master,Biostatistics,2015,17
Duke University,Master,Statistics,2015,17
Duke University,Master,Biostatistics,2015,17
George Mason University,Master,Statistics,2015,17
Loyola University Chicago,Master,Statistics,2015,17
Northern Illinois University,Master,Statistics,2015,17
Pennsylvania State University,Doctorate,Statistics,2015,17
University of Akron,Master,Statistics,2015,17
University of Alabama,Master,Statistics,2015,17
University of Pennsylvania,Master,Statistics,2015,17
Western Michigan University,Master,Statistics,2015,16
"California State University, Long Beach",Master,Statistics,2015,15
Oregon State University,Master,Statistics,2015,15
Texas A&M University,Doctorate,Statistics,2015,15
Texas Tech University,Master,Statistics,2015,15
University of Pittsburgh,Master,Biostatistics,2015,15
University of Texas at San Antonio,Master,Statistics,2015,15
Georgia Institute of Technology,Master,Statistics,2015,14
Grand Valley State University,Master,Biostatistics,2015,14
Iowa State University,Doctorate,Statistics,2015,14
Johns Hopkins University,Master,Biostatistics,2015,14
Ohio State University,Doctorate,Statistics,2015,14
Purdue University,Doctorate,Statistics,2015,14
University of Cincinnati,Master,Statistics,2015,14
University of Nebraska-Lincoln,Master,Statistics,2015,14
Arizona State University,Master,Statistics,2015,13
Brown University,Master,Biostatistics,2015,13
Colorado State University,Master,Statistics,2015,13
Miami University,Master,Statistics,2015,13
Saint Louis University,Master,Biostatistics,2015,13
Southern Methodist University,Master,Statistics,2015,13
"University at Buffalo, State University of New York",Master,Biostatistics,2015,13
University of Iowa,Master,Biostatistics,2015,13
University of Tennessee Knoxville,Master,Statistics,2015,13
University of Texas Southwestern Medical Center,Master,Biostatistics,2015,13
University of Wisconsin-Madison,Doctorate,Statistics,2015,13
Virginia Tech,Doctorate,Statistics,2015,13
Washington University in St. Louis,Master,Biostatistics,2015,13
Brigham Young University,Master,Statistics,2015,12
Carnegie Mellon University,Doctorate,Statistics,2015,12
Harvard University,Doctorate,Biostatistics,2015,12
North Dakota State University,Master,Statistics,2015,12
University of Georgia,Doctorate,Statistics,2015,12
University of Iowa,Master,Statistics,2015,12
University of Washington,Doctorate,Biostatistics,2015,12
University of Wisconsin-Madison,Master,Statistics,2015,12
Wright State University,Master,Statistics,2015,12
Yale University,Master,Statistics,2015,12
American University,Master,Statistics,2015,11
California State University-Fullerton,Master,Statistics,2015,11
"University of California, Santa Barbara",Master,Statistics,2015,11
University of Kentucky,Master,Statistics,2015,11
University of Michigan,Doctorate,Biostatistics,2015,11
University of Pittsburgh,Master,Statistics,2015,11
University of South Carolina,Master,Statistics,2015,11
University of Washington,Master,Biostatistics,2015,11
Fordham University,Master,Statistics,2015,10
George Washington University,Master,Biostatistics,2015,10
Portland State University,Master,Statistics,2015,10
Sam Houston State University,Master,Statistics,2015,10
Temple University,Master,Statistics,2015,10
University of North Carolina at Chapel Hill,Doctorate,Statistics,2015,10
Worcester Polytechnic Institute,Master,Statistics,2015,10
Ball State University,Master,Statistics,2015,9
Duke University,Doctorate,Statistics,2015,9
Harvard University,Doctorate,Statistics,2015,9
Kansas State University,Master,Statistics,2015,9
South Dakota State University,Master,Statistics,2015,9
"University of California, Riverside",Master,Statistics,2015,9
University of Florida,Master,Statistics,2015,9
University of Maryland,Master,Statistics,2015,9
"University of Maryland, Baltimore County",Master,Statistics,2015,9
University of Minnesota,Doctorate,Statistics,2015,9
University of Missouri-Kansas City,Master,Biostatistics,2015,9
University of Southern Maine,Master,Statistics,2015,9
University of South Florida,Master,Statistics,2015,9
University of Utah,Master,Biostatistics,2015,9
Boston University,Doctorate,Biostatistics,2015,8
University of Alabama at Birmingham,Doctorate,Biostatistics,2015,8
University of Arkansas,Master,Statistics,2015,8
"University of California, Davis",Doctorate,Statistics,2015,8
"University of California, Los Angeles",Doctorate,Biostatistics,2015,8
University of Chicago,Doctorate,Statistics,2015,8
University of Idaho,Master,Statistics,2015,8
University of Maryland,Doctorate,Statistics,2015,8
University of Massachusetts Amherst,Master,Biostatistics,2015,8
University of Michigan,Doctorate,Statistics,2015,8
Washington State University,Master,Statistics,2015,8
Florida International University,Master,Statistics,2015,7
Florida State University,Doctorate,Statistics,2015,7
Loma Linda University,Master,Biostatistics,2015,7
Mississippi State University,Master,Statistics,2015,7
New Mexico State University,Master,Statistics,2015,7
Tulane University,Master,Statistics,2015,7
"University of California, Davis",Master,Biostatistics,2015,7
"University of California, Irvine",Doctorate,Statistics,2015,7
"University of California, San Diego",Master,Statistics,2015,7
"University of California, Santa Barbara",Doctorate,Statistics,2015,7
University of Florida,Master,Biostatistics,2015,7
University of Maine,Master,Statistics,2015,7
University of Missouri,Doctorate,Statistics,2015,7
University of Southern California,Master,Biostatistics,2015,7
Cornell University,Doctorate,Statistics,2015,6
Johns Hopkins University,Doctorate,Biostatistics,2015,6
New Jersey Institute of Technology,Master,Biostatistics,2015,6
Oregon Health & Science University,Master,Biostatistics,2015,6
Rutgers University,Doctorate,Statistics,2015,6
Southern Methodist University,Doctorate,Statistics,2015,6
Tulane University,Master,Biostatistics,2015,6
"University of California, Berkeley",Master,Biostatistics,2015,6
"University of California, Berkeley",Doctorate,Statistics,2015,6
"University of California, Berkeley",Doctorate,Biostatistics,2015,6
"University of California, Los Angeles",Doctorate,Statistics,2015,6
University of Washington,Doctorate,Statistics,2015,6
Virginia Commonwealth University,Master,Biostatistics,2015,6
Columbia University,Doctorate,Statistics,2015,5
Columbia University,Doctorate,Biostatistics,2015,5
Emory University,Doctorate,Biostatistics,2015,5
Florida State University,Master,Biostatistics,2015,5
Kansas State University,Doctorate,Statistics,2015,5
Lehigh University,Master,Statistics,2015,5
Temple University,Doctorate,Statistics,2015,5
Texas A&M University,Master,Biostatistics,2015,5
University of Arizona,Master,Statistics,2015,5
University of Florida,Doctorate,Statistics,2015,5
University of Houston,Master,Statistics,2015,5
University of Illinois at Urbana-Champaign,Doctorate,Statistics,2015,5
"University of Maryland, Baltimore County",Doctorate,Statistics,2015,5
University of New Mexico,Master,Statistics,2015,5
University of Oklahoma,Master,Biostatistics,2015,5
University of Pennsylvania,Doctorate,Statistics,2015,5
University of Rhode Island,Master,Statistics,2015,5
University of Vermont,Master,Statistics,2015,5
Utah State University,Master,Statistics,2015,5
Baylor University,Doctorate,Statistics,2015,4
George Mason University,Doctorate,Statistics,2015,4
Louisiana State University,Master,Biostatistics,2015,4
Minnesota State University-Mankato,Master,Statistics,2015,4
Montclair State University,Master,Statistics,2015,4
National University,Master,Statistics,2015,4
Northern Arizona University,Master,Statistics,2015,4
Northwestern University,Doctorate,Statistics,2015,4
Oakland University,Master,Statistics,2015,4
Purdue University,Doctorate,Biostatistics,2015,4
Stanford University,Doctorate,Statistics,2015,4
"University at Albany, State University of New York",Master,Statistics,2015,4
University of Cincinnati,Master,Biostatistics,2015,4
University of Kansas,Master,Biostatistics,2015,4
University of Kentucky,Doctorate,Statistics,2015,4
University of Louisville,Master,Biostatistics,2015,4
University of Minnesota,Doctorate,Biostatistics,2015,4
University of Pennsylvania,Master,Biostatistics,2015,4
University of Pittsburgh,Doctorate,Statistics,2015,4
University of Rochester,Doctorate,Statistics,2015,4
University of South Carolina,Doctorate,Statistics,2015,4
University of Texas at Dallas,Doctorate,Statistics,2015,4
University of Texas at El Paso,Master,Statistics,2015,4
University of the Incarnate Word,Master,Statistics,2015,4
Vanderbilt University,Master,Biostatistics,2015,4
Yale University,Doctorate,Statistics,2015,4
Bowling Green State University,Doctorate,Statistics,2015,3
Michigan State University,Master,Biostatistics,2015,3
Michigan State University,Doctorate,Statistics,2015,3
North Dakota State University,Doctorate,Statistics,2015,3
Northwestern University,Master,Statistics,2015,3
Oregon State University,Doctorate,Statistics,2015,3
Rice University,Doctorate,Statistics,2015,3
"University at Albany, State University of New York",Doctorate,Statistics,2015,3
"University at Buffalo, State University of New York",Doctorate,Biostatistics,2015,3
University of Alabama at Birmingham,Master,Biostatistics,2015,3
University of Arizona,Master,Biostatistics,2015,3
"University of California, Riverside",Doctorate,Statistics,2015,3
University of Connecticut,Doctorate,Statistics,2015,3
University of Iowa,Doctorate,Statistics,2015,3
University of Louisville,Doctorate,Biostatistics,2015,3
University of Nebraska-Lincoln,Doctorate,Statistics,2015,3
University of New Mexico,Doctorate,Statistics,2015,3
University of Pennsylvania,Doctorate,Biostatistics,2015,3
University of Rochester,Master,Statistics,2015,3
University of South Carolina,Master,Biostatistics,2015,3
University of Southern California,Master,Statistics,2015,3
University of Southern California,Doctorate,Biostatistics,2015,3
University of Wyoming,Master,Statistics,2015,3
Virginia Commonwealth University,Doctorate,Biostatistics,2015,3
Baylor University,Master,Statistics,2015,2
Colorado State University,Doctorate,Statistics,2015,2
Florida State University,Doctorate,Biostatistics,2015,2
Ohio State University,Doctorate,Biostatistics,2015,2
Oklahoma State University,Master,Statistics,2015,2
Rutgers University,Master,Biostatistics,2015,2
Saint Cloud State University,Master,Statistics,2015,2
Stephen F Austin State University,Master,Statistics,2015,2
Tulane University,Doctorate,Biostatistics,2015,2
University of Arizona,Doctorate,Statistics,2015,2
University of Colorado Denver,Master,Biostatistics,2015,2
University of Florida,Doctorate,Biostatistics,2015,2
University of Iowa,Doctorate,Biostatistics,2015,2
University of Kansas,Doctorate,Biostatistics,2015,2
University of Rochester,Master,Biostatistics,2015,2
University of South Carolina,Doctorate,Biostatistics,2015,2
University of Vermont,Master,Biostatistics,2015,2
University of Virginia,Doctorate,Statistics,2015,2
Western Michigan University,Doctorate,Statistics,2015,2
Arizona State University,Doctorate,Statistics,2015,1
Augusta University,Doctorate,Biostatistics,2015,1
Brown University,Doctorate,Biostatistics,2015,1
Eastern Michigan University,Master,Statistics,2015,1
Medical College of Wisconsin,Doctorate,Biostatistics,2015,1
Oklahoma State University,Doctorate,Statistics,2015,1
Pennsylvania State University-College of Medicine,Doctorate,Biostatistics,2015,1
Purdue University,Master,Biostatistics,2015,1
University of Cincinnati,Doctorate,Statistics,2015,1
University of Cincinnati,Doctorate,Biostatistics,2015,1
University of Massachusetts Amherst,Doctorate,Biostatistics,2015,1
University of Miami,Master,Biostatistics,2015,1
University of Texas at Dallas,Master,Statistics,2015,1
University of Wyoming,Doctorate,Statistics,2015,1
Washington University in St. Louis,Master,Statistics,2015,1
Wayne State University,Master,Statistics,2015,1
American University,Doctorate,Statistics,2015,0
Augusta University,Master,Biostatistics,2015,0
Boston University,Master,Statistics,2015,0
Case Western Reserve University,Master,Statistics,2015,0
Case Western Reserve University,Doctorate,Statistics,2015,0
Eastern Kentucky University,Master,Statistics,2015,0
George Mason University,Master,Biostatistics,2015,0
George Washington University,Doctorate,Statistics,2015,0
George Washington University,Doctorate,Biostatistics,2015,0
Georgia Health Sciences University,Master,Biostatistics,2015,0
Icahn School of Medicine at Mount Sinai,Master,Biostatistics,2015,0
Indiana University,Master,Biostatistics,2015,0
Louisiana State University,Doctorate,Biostatistics,2015,0
Marquette University,Master,Statistics,2015,0
Medical College of Wisconsin,Master,Biostatistics,2015,0
Montana State University,Master,Statistics,2015,0
Montana State University,Doctorate,Statistics,2015,0
New York Medical College,Master,Biostatistics,2015,0
Ohio State University,Master,Biostatistics,2015,0
Stevens Institute of Technology,Master,Statistics,2015,0
"University at Buffalo, State University of New York",Doctorate,Statistics,2015,0
University of Alabama,Doctorate,Statistics,2015,0
University of Arizona,Doctorate,Biostatistics,2015,0
"University of California, Davis",Doctorate,Biostatistics,2015,0
University of Central Oklahoma,Master,Statistics,2015,0
University of Colorado Denver,Doctorate,Biostatistics,2015,0
University of Denver,Master,Statistics,2015,0
University of Georgia,Master,Biostatistics,2015,0
University of Hawaii at Manoa,Doctorate,Biostatistics,2015,0
University of Miami,Master,Statistics,2015,0
University of Mississippi Medical Center,Master,Biostatistics,2015,0
University of Mississippi Medical Center,Doctorate,Biostatistics,2015,0
University of New Hampshire,Doctorate,Statistics,2015,0
University of North Texas Health Science Center,Master,Biostatistics,2015,0
University of Oklahoma,Doctorate,Biostatistics,2015,0
University of Texas at San Antonio,Doctorate,Statistics,2015,0
University of Toledo,Master,Biostatistics,2015,0
University of Utah,Master,Statistics,2015,0
Western Michigan University,Master,Biostatistics,2015,0
Yale University,Master,Biostatistics,2015,0
Columbia University,Master,Statistics,2016,435
George Washington University,Master,Statistics,2016,132
University of Chicago,Master,Statistics,2016,119
Rutgers University,Master,Statistics,2016,106
Stanford University,Master,Statistics,2016,80
"University of California, Davis",Master,Statistics,2016,76
University of Illinois at Urbana-Champaign,Master,Statistics,2016,75
University of Michigan,Master,Statistics,2016,74
Columbia University,Master,Biostatistics,2016,68
Pennsylvania State University-World Campus,Master,Statistics,2016,65
Cornell University,Master,Statistics,2016,64
Saint Louis University,Master,Biostatistics,2016,61
Texas A&M University,Master,Statistics,2016,52
Boston University,Master,Biostatistics,2016,49
"California State University, East Bay",Master,Statistics,2016,44
University of Wisconsin-Madison,Master,Statistics,2016,43
New York University,Master,Statistics,2016,41
Rice University,Master,Statistics,2016,41
North Carolina State University,Master,Statistics,2016,40
Georgetown University,Master,Statistics,2016,39
University of Missouri,Master,Statistics,2016,37
Florida State University,Master,Statistics,2016,36
